game_pk,at_bat_number,pitch_number,season,game_type,official_date,level,has_abs_challenges,inning,inning_topbot,balls,strikes,outs_when_up,batter,pitcher,fielder_2,stand,p_throws,pitch_type,release_speed,plate_x,plate_z,sz_top,sz_bot,description,play_id,delta_run_exp,challenged,review_level,challenge_team_id,challenger_id,challenger_role,tokens_remaining_before,call_original,call_final,is_overturned
700861,7,4,2025,R,2025-08-07,mlb,false,7,Bot,3,0,0,600012,500007,450004,L,R,CU,93.3,0.0,1.8,3.42,1.58,foul,00000123-0000-4000-8000-000000000123,-0.2,false,,,,,,,,
700868,8,5,2025,D,2025-08-08,mlb,false,8,Top,0,1,1,600013,500008,450005,R,R,SI,93.4,0.1,1.85,3.45,1.6,hit_into_play,00000124-0000-4000-8000-000000000124,-0.19,false,,,,,,,,
700875,9,6,2025,S,2025-08-09,mlb,false,9,Bot,1,2,2,600014,500009,450006,R,L,FC,93.5,0.2,1.9,3.48,1.52,swinging_strike,00000125-0000-4000-8000-000000000125,-0.18,false,,,,,,,,
700882,1,1,2025,R,2025-08-10,mlb,false,1,Top,2,0,0,600015,500010,450007,L,R,FF,93.6,0.3,1.95,3.3,1.54,called_strike,00000126-0000-4000-8000-000000000126,-0.17,false,,,,,,,,
700889,2,2,2025,R,2025-08-11,mlb,false,2,Bot,3,1,1,600016,500011,450008,R,R,SL,93.7,0.4,2.0,3.33,1.56,ball,00000127-0000-4000-8000-000000000127,-0.16,false,,,,,,,,
700896,3,3,2026,R,2026-09-17,mlb,true,3,Top,0,2,2,600017,500012,450009,R,R,CH,93.8,0.5,2.05,3.36,1.58,blocked_ball,00000128-0000-4000-8000-000000000128,-0.15,true,event,108,500012,catcher,0,blocked_ball,blocked_ball,false
700903,4,4,2026,R,2026-09-18,mlb,true,4,Bot,1,0,0,600018,500013,450010,L,R,CU,93.9,0.6,2.1,3.39,1.6,foul,00000129-0000-4000-8000-000000000129,-0.14,false,,,,,,,,
700910,5,5,2026,R,2026-09-19,mlb,true,5,Top,2,1,1,600019,500014,450011,R,L,SI,94.0,0.7,2.15,3.42,1.52,hit_into_play,00000130-0000-4000-8000-000000000130,-0.13,false,,,,,,,,
700917,6,6,2026,R,2026-09-20,mlb,true,6,Bot,3,2,2,600020,500015,450012,R,R,FC,94.1,0.8,2.2,3.45,1.54,swinging_strike,00000131-0000-4000-8000-000000000131,-0.12,false,,,,,,,,
700924,7,1,2026,R,2026-09-10,mlb,true,7,Top,0,0,0,600021,500016,450013,L,R,FF,94.2,0.9,2.25,3.48,1.56,called_strike,00000132-0000-4000-8000-000000000132,-0.11,true,event,112,600021,batter,2,called_strike,ball,true
700931,8,2,2026,R,2026-09-11,mlb,true,8,Bot,1,1,1,600022,500017,450014,R,R,SL,94.3,-0.9,2.3,3.3,1.58,ball,00000133-0000-4000-8000-000000000133,-0.1,false,,,,,,,,
700938,9,3,2026,R,2026-09-12,mlb,true,9,Top,2,2,2,600023,500018,450015,R,R,CH,94.4,-0.8,2.35,3.33,1.6,blocked_ball,00000134-0000-4000-8000-000000000134,-0.09,false,,,,,,,,
700945,1,4,2026,R,2026-09-13,mlb,true,1,Bot,3,0,0,600024,500019,450016,L,L,CU,94.5,-0.7,2.4,3.36,1.52,foul,00000135-0000-4000-8000-000000000135,-0.08,false,,,,,,,,
700952,2,5,2026,R,2026-09-14,mlb,true,2,Top,0,1,1,600025,500020,450000,R,R,SI,94.6,-0.6,2.45,3.39,1.54,hit_into_play,00000136-0000-4000-8000-000000000136,-0.07,false,,,,,,,,
700959,3,6,2026,R,2026-09-15,mlb,true,3,Bot,1,2,2,600026,500021,450001,R,R,FC,94.7,-0.5,2.5,3.42,1.56,swinging_strike,00000137-0000-4000-8000-000000000137,-0.06,false,,,,,,,,
700966,4,1,2026,R,2026-09-16,mlb,true,4,Top,2,0,0,600027,500022,450002,L,R,FF,94.8,-0.4,1.4,3.45,1.58,called_strike,00000138-0000-4000-8000-000000000138,-0.05,false,,,,,,,,
700973,5,2,2026,R,2026-09-17,mlb,true,5,Bot,3,1,1,600028,500023,450003,R,R,SL,94.9,-0.3,1.45,3.48,1.6,ball,00000139-0000-4000-8000-000000000139,-0.04,false,,,,,,,,
700980,6,3,2026,R,2026-09-18,mlb,true,6,Top,0,2,2,600029,500024,450004,R,L,CH,88.0,-0.2,1.5,3.3,1.52,blocked_ball,00000140-0000-4000-8000-000000000140,-0.03,true,event,120,500024,catcher,0,blocked_ball,blocked_ball,false
700987,7,4,2026,R,2026-09-19,mlb,true,7,Bot,1,0,0,600030,500025,450005,L,R,CU,88.1,-0.1,1.55,3.33,1.54,foul,00000141-0000-4000-8000-000000000141,-0.02,false,,,,,,,,
700994,8,5,2026,R,2026-09-20,mlb,true,8,Top,2,1,1,600031,500026,450006,R,R,SI,88.2,0.0,1.6,3.36,1.56,hit_into_play,00000142-0000-4000-8000-000000000142,-0.01,false,,,,,,,,
701001,9,6,2026,R,2026-09-10,mlb,true,9,Bot,3,2,2,600032,500027,450007,R,R,FC,88.3,0.1,1.65,3.39,1.58,swinging_strike,00000143-0000-4000-8000-000000000143,0.0,false,,,,,,,,
701008,1,1,2026,R,2026-09-11,mlb,true,1,Top,0,0,0,600033,500028,450008,L,R,FF,88.4,0.2,1.7,3.42,1.6,called_strike,00000144-0000-4000-8000-000000000144,0.01,true,event,124,600033,batter,2,called_strike,ball,true
701015,2,2,2026,R,2026-09-12,mlb,true,2,Bot,1,1,1,600034,500000,450009,R,L,SL,88.5,0.3,1.75,3.45,1.52,ball,00000145-0000-4000-8000-000000000145,0.02,false,,,,,,,,
701022,3,3,2026,R,2026-09-13,mlb,true,3,Top,2,2,2,600035,500001,450010,R,R,CH,88.6,0.4,1.8,3.48,1.54,blocked_ball,00000146-0000-4000-8000-000000000146,0.03,false,,,,,,,,
701029,4,4,2026,R,2026-09-14,mlb,true,4,Bot,3,0,0,600036,500002,450011,L,R,CU,88.7,0.5,1.85,3.3,1.56,foul,00000147-0000-4000-8000-000000000147,0.04,false,,,,,,,,
701036,5,5,2026,R,2026-09-15,mlb,true,5,Top,0,1,1,600000,500003,450012,R,R,SI,88.8,0.6,1.9,3.33,1.58,hit_into_play,00000148-0000-4000-8000-000000000148,0.05,false,,,,,,,,
701043,6,6,2026,R,2026-09-16,mlb,true,6,Bot,1,2,2,600001,500004,450013,R,R,FC,88.9,0.7,1.95,3.36,1.6,swinging_strike,00000149-0000-4000-8000-000000000149,0.06,false,,,,,,,,
701050,7,1,2026,S,2026-09-17,mlb,true,7,Top,2,0,0,600002,500005,450014,L,L,FF,89.0,0.8,2.0,3.39,1.52,called_strike,00000150-0000-4000-8000-000000000150,0.07,false,,,,,,,,
701057,8,2,2026,R,2026-09-18,mlb,true,8,Bot,3,1,1,600003,500006,450015,R,R,SL,89.1,0.9,2.05,3.42,1.54,ball,00000151-0000-4000-8000-000000000151,0.08,false,,,,,,,,
701064,9,3,2026,R,2026-09-19,mlb,true,9,Top,0,2,2,600004,500007,450016,R,R,CH,89.2,-0.9,2.1,3.45,1.56,blocked_ball,00000152-0000-4000-8000-000000000152,0.09,true,event,102,500007,catcher,0,blocked_ball,blocked_ball,false
701071,1,4,2026,R,2026-09-20,mlb,true,1,Bot,1,0,0,600005,500008,450000,L,R,CU,89.3,-0.8,2.15,3.48,1.58,foul,00000153-0000-4000-8000-000000000153,0.1,false,,,,,,,,
701078,2,5,2026,R,2026-09-10,mlb,true,2,Top,2,1,1,600006,500009,450001,R,R,SI,89.4,-0.7,2.2,3.3,1.6,hit_into_play,00000154-0000-4000-8000-000000000154,0.11,false,,,,,,,,
701085,3,6,2026,R,2026-09-11,mlb,true,3,Bot,3,2,2,600007,500010,450002,R,L,FC,89.5,-0.6,2.25,3.33,1.52,swinging_strike,00000155-0000-4000-8000-000000000155,0.12,false,,,,,,,,
701092,4,1,2026,R,2026-09-12,mlb,true,4,Top,0,0,0,600008,500011,450003,L,R,FF,89.6,-0.5,2.3,3.36,1.54,called_strike,00000156-0000-4000-8000-000000000156,0.13,true,event,106,600008,batter,2,called_strike,ball,true
701099,5,2,2026,R,2026-09-13,mlb,true,5,Bot,1,1,1,600009,500012,450004,R,R,SL,89.7,-0.4,2.35,3.39,1.56,ball,00000157-0000-4000-8000-000000000157,0.14,false,,,,,,,,
701106,6,3,2026,R,2026-09-14,mlb,true,6,Top,2,2,2,600010,500013,450005,R,R,CH,89.8,-0.3,2.4,3.42,1.58,blocked_ball,00000158-0000-4000-8000-000000000158,0.15,false,,,,,,,,
701113,7,4,2026,R,2026-09-15,mlb,true,7,Bot,3,0,0,600011,500014,450006,L,R,CU,89.9,-0.2,2.45,3.45,1.6,foul,00000159-0000-4000-8000-000000000159,0.16,false,,,,,,,,
701120,8,5,2023,R,2023-07-24,aaa,false,8,Top,0,1,1,600012,500015,450007,R,L,SI,90.0,-0.1,2.5,3.48,1.52,hit_into_play,00000160-0000-4000-8000-000000000160,0.17,false,,,,,,,,
701127,9,6,2023,R,2023-07-25,aaa,false,9,Bot,1,2,2,600013,500016,450008,R,R,FC,90.1,0.0,1.4,3.3,1.54,swinging_strike,00000161-0000-4000-8000-000000000161,0.18,false,,,,,,,,
701134,1,1,2023,R,2023-07-26,aaa,false,1,Top,2,0,0,600014,500017,450009,L,R,FF,90.2,0.1,1.45,3.33,1.56,called_strike,00000162-0000-4000-8000-000000000162,0.19,false,,,,,,,,
701141,2,2,2023,R,2023-07-27,aaa,false,2,Bot,3,1,1,600015,500018,450010,R,R,SL,90.3,0.2,1.5,3.36,1.58,ball,00000163-0000-4000-8000-000000000163,0.2,false,,,,,,,,
701148,3,3,2023,R,2023-07-28,aaa,false,3,Top,0,2,2,600016,500019,450011,R,R,CH,90.4,0.3,1.55,3.39,1.6,blocked_ball,00000164-0000-4000-8000-000000000164,-0.2,false,,,,,,,,
701155,4,4,2023,R,2023-07-18,aaa,false,4,Bot,1,0,0,600017,500020,450012,L,L,CU,90.5,0.4,1.6,3.42,1.52,foul,00000165-0000-4000-8000-000000000165,-0.19,false,,,,,,,,
701162,5,5,2023,R,2023-07-19,aaa,false,5,Top,2,1,1,600018,500021,450013,R,R,SI,90.6,0.5,1.65,3.45,1.54,hit_into_play,00000166-0000-4000-8000-000000000166,-0.18,false,,,,,,,,
701169,6,6,2023,R,2023-07-20,aaa,false,6,Bot,3,2,2,600019,500022,450014,R,R,FC,90.7,0.6,1.7,3.48,1.56,swinging_strike,00000167-0000-4000-8000-000000000167,-0.17,false,,,,,,,,
701176,7,1,2023,R,2023-07-21,aaa,false,7,Top,0,0,0,600020,500023,450015,L,R,FF,90.8,0.7,1.75,3.3,1.58,called_strike,00000168-0000-4000-8000-000000000168,-0.16,false,,,,,,,,
701183,8,2,2023,R,2023-07-22,aaa,false,8,Bot,1,1,1,600021,500024,450016,R,R,SL,90.9,0.8,1.8,3.33,1.6,ball,00000169-0000-4000-8000-000000000169,-0.15,false,,,,,,,,
701190,9,3,2023,R,2023-07-23,aaa,false,9,Top,2,2,2,600022,500025,450000,R,L,CH,91.0,0.9,1.85,3.36,1.52,blocked_ball,00000170-0000-4000-8000-000000000170,-0.14,false,,,,,,,,
701197,1,4,2023,R,2023-07-24,aaa,false,1,Bot,3,0,0,600023,500026,450001,L,R,CU,91.1,-0.9,1.9,3.39,1.54,foul,00000171-0000-4000-8000-000000000171,-0.13,false,,,,,,,,
701204,2,5,2023,R,2023-07-25,aaa,false,2,Top,0,1,1,600024,500027,450002,R,R,SI,91.2,-0.8,1.95,3.42,1.56,hit_into_play,00000172-0000-4000-8000-000000000172,-0.12,false,,,,,,,,
701211,3,6,2023,R,2023-07-26,aaa,false,3,Bot,1,2,2,600025,500028,450003,R,R,FC,91.3,-0.7,2.0,3.45,1.58,swinging_strike,00000173-0000-4000-8000-000000000173,-0.11,false,,,,,,,,
701218,4,1,2024,R,2024-06-20,aaa,true,4,Top,2,0,0,600026,500000,450004,L,R,FF,91.4,-0.6,2.05,3.48,1.6,called_strike,00000174-0000-4000-8000-000000000174,-0.1,false,,,,,,,,
701225,5,2,2024,S,2024-06-21,aaa,true,5,Bot,3,1,1,600027,500001,450005,R,L,SL,91.5,-0.5,2.1,3.3,1.52,ball,00000175-0000-4000-8000-000000000175,-0.09,false,,,,,,,,
701232,6,3,2024,R,2024-06-11,aaa,true,6,Top,0,2,2,600028,500002,450006,R,R,CH,91.6,-0.4,2.15,3.33,1.54,blocked_ball,00000176-0000-4000-8000-000000000176,-0.08,true,event,126,500002,catcher,0,blocked_ball,blocked_ball,false
701239,7,4,2024,R,2024-06-12,aaa,true,7,Bot,1,0,0,600029,500003,450007,L,R,CU,91.7,-0.3,2.2,3.36,1.56,foul,00000177-0000-4000-8000-000000000177,-0.07,false,,,,,,,,
701246,8,5,2024,R,2024-06-13,aaa,true,8,Top,2,1,1,600030,500004,450008,R,R,SI,91.8,-0.2,2.25,3.39,1.58,hit_into_play,00000178-0000-4000-8000-000000000178,-0.06,false,,,,,,,,
701253,9,6,2024,R,2024-06-14,aaa,true,9,Bot,3,2,2,600031,500005,450009,R,R,FC,91.9,-0.1,2.3,3.42,1.6,swinging_strike,00000179-0000-4000-8000-000000000179,-0.05,false,,,,,,,,
701260,1,1,2024,R,2024-06-15,aaa,true,1,Top,0,0,0,600032,500006,450010,L,L,FF,92.0,0.0,2.35,3.45,1.52,called_strike,00000180-0000-4000-8000-000000000180,-0.04,true,event,100,600032,batter,2,called_strike,ball,true
701267,2,2,2024,R,2024-06-16,aaa,true,2,Bot,1,1,1,600033,500007,450011,R,R,SL,92.1,0.1,2.4,3.48,1.54,ball,00000181-0000-4000-8000-000000000181,-0.03,false,,,,,,,,
701274,3,3,2024,R,2024-06-17,aaa,true,3,Top,2,2,2,600034,500008,450012,R,R,CH,92.2,0.2,2.45,3.3,1.56,blocked_ball,00000182-0000-4000-8000-000000000182,-0.02,false,,,,,,,,
701281,4,4,2024,R,2024-06-18,aaa,true,4,Bot,3,0,0,600035,500009,450013,L,R,CU,92.3,0.3,2.5,3.33,1.58,foul,00000183-0000-4000-8000-000000000183,-0.01,false,,,,,,,,
701288,5,5,2024,R,2024-06-19,aaa,true,5,Top,0,1,1,600036,500010,450014,R,R,SI,92.4,0.4,1.4,3.36,1.6,hit_into_play,00000184-0000-4000-8000-000000000184,0.0,false,,,,,,,,
701295,6,6,2024,R,2024-06-20,aaa,true,6,Bot,1,2,2,600000,500011,450015,R,L,FC,92.5,0.5,1.45,3.39,1.52,swinging_strike,00000185-0000-4000-8000-000000000185,0.01,false,,,,,,,,
701302,7,1,2024,D,2024-06-21,aaa,true,7,Top,2,0,0,600001,500012,450016,L,R,FF,92.6,0.6,1.5,3.42,1.54,called_strike,00000186-0000-4000-8000-000000000186,0.02,false,,,,,,,,
701309,8,2,2025,R,2025-05-20,aaa,true,8,Bot,3,1,1,600002,500013,450000,R,R,SL,92.7,0.7,1.55,3.45,1.56,ball,00000187-0000-4000-8000-000000000187,0.03,false,,,,,,,,
701316,9,3,2025,R,2025-05-21,aaa,true,9,Top,0,2,2,600003,500014,450001,R,R,CH,92.8,0.8,1.6,3.48,1.58,blocked_ball,00000188-0000-4000-8000-000000000188,0.04,true,event,108,500014,catcher,0,blocked_ball,blocked_ball,false
701323,1,4,2025,R,2025-05-22,aaa,true,1,Bot,1,0,0,600004,500015,450002,L,R,CU,92.9,0.9,1.65,3.3,1.6,foul,00000189-0000-4000-8000-000000000189,0.05,false,,,,,,,,
701330,2,5,2025,R,2025-05-23,aaa,true,2,Top,2,1,1,600005,500016,450003,R,L,SI,93.0,-0.9,1.7,3.33,1.52,hit_into_play,00000190-0000-4000-8000-000000000190,0.06,false,,,,,,,,
701337,3,6,2025,R,2025-05-24,aaa,true,3,Bot,3,2,2,600006,500017,450004,R,R,FC,93.1,-0.8,1.75,3.36,1.54,swinging_strike,00000191-0000-4000-8000-000000000191,0.07,false,,,,,,,,
701344,4,1,2025,R,2025-05-25,aaa,true,4,Top,0,0,0,600007,500018,450005,L,R,FF,93.2,-0.7,1.8,3.39,1.56,called_strike,00000192-0000-4000-8000-000000000192,0.08,true,event,112,600007,batter,2,called_strike,ball,true
701351,5,2,2025,R,2025-05-26,aaa,true,5,Bot,1,1,1,600008,500019,450006,R,R,SL,93.3,-0.6,1.85,3.42,1.58,ball,00000193-0000-4000-8000-000000000193,0.09,false,,,,,,,,
701358,6,3,2025,R,2025-05-27,aaa,true,6,Top,2,2,2,600009,500020,450007,R,R,CH,93.4,-0.5,1.9,3.45,1.6,blocked_ball,00000194-0000-4000-8000-000000000194,0.1,false,,,,,,,,
701365,7,4,2025,R,2025-05-28,aaa,true,7,Bot,3,0,0,600010,500021,450008,L,L,CU,93.5,-0.4,1.95,3.48,1.52,foul,00000195-0000-4000-8000-000000000195,0.11,false,,,,,,,,
701372,8,5,2025,R,2025-05-29,aaa,true,8,Top,0,1,1,600011,500022,450009,R,R,SI,93.6,-0.3,2.0,3.3,1.54,hit_into_play,00000196-0000-4000-8000-000000000196,0.12,false,,,,,,,,
701379,9,6,2025,R,2025-05-30,aaa,true,9,Bot,1,2,2,600012,500023,450010,R,R,FC,93.7,-0.2,2.05,3.33,1.56,swinging_strike,00000197-0000-4000-8000-000000000197,0.13,false,,,,,,,,
701386,1,1,2025,R,2025-05-20,aaa,true,1,Top,2,0,0,600013,500024,450011,L,R,FF,93.8,-0.1,2.1,3.36,1.58,called_strike,00000198-0000-4000-8000-000000000198,0.14,false,,,,,,,,
701393,2,2,2025,R,2025-05-21,aaa,true,2,Bot,3,1,1,600014,500025,450012,R,R,SL,93.9,0.0,2.15,3.39,1.6,ball,00000199-0000-4000-8000-000000000199,0.15,false,,,,,,,,
